Using cpu device
[34m[1mwandb[0m: [33mWARNING[0m Found log directory outside of given root_logdir, dropping given root_logdir for event file in C:\Users\michellexu\Pulse\engine\src\python\pulse\rl-hemorrhage-resuscitation\ppo_wandb_logs\ppo_wandb_highsev_2
Logging to C:\Users\michellexu\Pulse\engine\src\python\pulse\rl-hemorrhage-resuscitation\ppo_wandb_logs\ppo_wandb_highsev_2
Episode Reward: -14.213106 | Episode Length: 10 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
|    std                  | 0.965       |
|    value_loss           | 0.0207      |
-----------------------------------------
Episode Reward: -30.245073 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -31.137854 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -30.319306 | Episode Length: 28 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -14.126911 | Episode Length: 11 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -38.660773 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -4.213796 | Episode Length: 21 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -6.639783 | Episode Length: 25 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -31.223375 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -27.202179 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -28.694277 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -17.576655 | Episode Length: 18 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -31.972646 | Episode Length: 35 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -43.325537 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -26.305575 | Episode Length: 28 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Eval num_timesteps=10240, episode_reward=-16.23 +/- 11.04
Episode length: 26.00 +/- 5.02
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 26         |
|    mean_reward          | -16.2      |
| time/                   |            |
|    total_timesteps      | 10240      |
| train/                  |            |
|    approx_kl            | 0.01523924 |
|    clip_fraction        | 0.0256     |
|    clip_range           | 0.3        |
|    entropy_loss         | -4.14      |
|    explained_variance   | 0.0813     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0132    |
|    n_updates            | 190        |
|    policy_gradient_loss | -0.0159    |
|    std                  | 0.963      |
|    value_loss           | 0.0392     |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 50       |
|    ep_rew_mean     | -27.7    |
| time/              |          |
|    fps             | 1        |
|    iterations      | 20       |
|    time_elapsed    | 7997     |
|    total_timesteps | 10240    |
---------------------------------
Episode Reward: -6.611895 | Episode Length: 32 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -25.958639 | Episode Length: 28 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -26.384111 | Episode Length: 36 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -31.955884 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -18.768636 | Episode Length: 22 | Episode Outcome: failed to advance | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -31.996957 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -27.573098 | Episode Length: 47 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -10.17749 | Episode Length: 7 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -29.73095 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -32.143418 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -20.257379 | Episode Length: 36 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.4))
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 48.7         |
|    ep_rew_mean          | -27          |
| time/                   |              |
|    fps                  | 1            |
|    iterations           | 21           |
|    time_elapsed         | 8273         |
|    total_timesteps      | 10752        |
| train/                  |              |
|    approx_kl            | 0.0069219503 |
|    clip_fraction        | 0.00684      |
|    clip_range           | 0.3          |
|    entropy_loss         | -4.14        |
|    explained_variance   | 0.24         |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00294     |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00786     |
|    std                  | 0.96         |
|    value_loss           | 0.0321       |
------------------------------------------
Episode Reward: -28.118038 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -28.715008 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -27.40706 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -33.593217 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -30.889937 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -26.333709 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -29.288802 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -28.001884 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 50         |
|    ep_rew_mean          | -27.2      |
| time/                   |            |
|    fps                  | 1          |
|    iterations           | 22         |
|    time_elapsed         | 8605       |
|    total_timesteps      | 11264      |
| train/                  |            |
|    approx_kl            | 0.02095618 |
|    clip_fraction        | 0.0371     |
|    clip_range           | 0.3        |
|    entropy_loss         | -4.13      |
|    explained_variance   | 0.13       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0311    |
|    n_updates            | 210        |
|    policy_gradient_loss | -0.0125    |
|    std                  | 0.958      |
|    value_loss           | 0.0301     |
----------------------------------------
Episode Reward: -28.019032 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -28.632048 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -30.835913 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -4.367732 | Episode Length: 21 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -4.304778 | Episode Length: 25 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -26.879046 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -26.570118 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -16.5571 | Episode Length: 53 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -37.528029 | Episode Length: 53 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -30.969616 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -14.271839 | Episode Length: 28 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.4))
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.9        |
|    ep_rew_mean          | -26.7       |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 23          |
|    time_elapsed         | 8939        |
|    total_timesteps      | 11776       |
| train/                  |             |
|    approx_kl            | 0.008230871 |
|    clip_fraction        | 0.00957     |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.12       |
|    explained_variance   | 0.203       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0171     |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.00889    |
|    std                  | 0.956       |
|    value_loss           | 0.00637     |
-----------------------------------------
Episode Reward: -9.041109 | Episode Length: 21 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -24.145021 | Episode Length: 26 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -27.087263 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -29.114745 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -31.429849 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -51.075287 | Episode Length: 46 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -36.433395 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -29.794288 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -10.478174 | Episode Length: 24 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -29.318258 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Eval num_timesteps=12288, episode_reward=-33.00 +/- 11.12
Episode length: 49.00 +/- 8.12
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 49          |
|    mean_reward          | -33         |
| time/                   |             |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.009817647 |
|    clip_fraction        | 0.00898     |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.11       |
|    explained_variance   | 0.168       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00986    |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.00789    |
|    std                  | 0.951       |
|    value_loss           | 0.038       |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 49.5     |
|    ep_rew_mean     | -26.3    |
| time/              |          |
|    fps             | 1        |
|    iterations      | 24       |
|    time_elapsed    | 9715     |
|    total_timesteps | 12288    |
---------------------------------
Episode Reward: -37.566266 | Episode Length: 41 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -27.573833 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -29.979649 | Episode Length: 54 | Episode Outcome: failed to advance | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -26.89126 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -27.416372 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -26.31685 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -10.539418 | Episode Length: 28 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -28.274356 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -45.842335 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.3))
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.4        |
|    ep_rew_mean          | -26.4       |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 25          |
|    time_elapsed         | 10001       |
|    total_timesteps      | 12800       |
| train/                  |             |
|    approx_kl            | 0.008469725 |
|    clip_fraction        | 0.00957     |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.1        |
|    explained_variance   | -0.224      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00737    |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.00927    |
|    std                  | 0.948       |
|    value_loss           | 0.0293      |
-----------------------------------------
Episode Reward: -26.934772 | Episode Length: 31 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -27.689498 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -27.267092 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -28.103011 | Episode Length: 31 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -23.433266 | Episode Length: 39 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -26.144569 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -30.509519 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -21.294559 | Episode Length: 25 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -28.080511 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.6        |
|    ep_rew_mean          | -26.7       |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 26          |
|    time_elapsed         | 10332       |
|    total_timesteps      | 13312       |
| train/                  |             |
|    approx_kl            | 0.015209065 |
|    clip_fraction        | 0.0221      |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.238       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0315     |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.0107     |
|    std                  | 0.947       |
|    value_loss           | 0.0195      |
-----------------------------------------
Episode Reward: -37.371185 | Episode Length: 43 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -30.559717 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -5.843575 | Episode Length: 23 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -27.887931 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -9.693892 | Episode Length: 22 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -36.749971 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -28.4012 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -26.855665 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -37.793734 | Episode Length: 62 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.2))
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.1        |
|    ep_rew_mean          | -26.3       |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 27          |
|    time_elapsed         | 10663       |
|    total_timesteps      | 13824       |
| train/                  |             |
|    approx_kl            | 0.019133538 |
|    clip_fraction        | 0.0359      |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.174       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0151     |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.0138     |
|    std                  | 0.947       |
|    value_loss           | 0.0225      |
-----------------------------------------
Episode Reward: -25.286664 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -30.386108 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -29.303208 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -38.322174 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -11.416352 | Episode Length: 9 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -33.439541 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -41.66209 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -26.301404 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -5.870961 | Episode Length: 32 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -7.40023 | Episode Length: 27 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -26.208004 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -29.322634 | Episode Length: 33 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Eval num_timesteps=14336, episode_reward=-18.67 +/- 14.99
Episode length: 34.00 +/- 16.80
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 34          |
|    mean_reward          | -18.7       |
| time/                   |             |
|    total_timesteps      | 14336       |
| train/                  |             |
|    approx_kl            | 0.013613551 |
|    clip_fraction        | 0.0324      |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.09       |
|    explained_variance   | -0.0241     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0315     |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.0205     |
|    std                  | 0.945       |
|    value_loss           | 0.0281      |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 48.9     |
|    ep_rew_mean     | -25.9    |
| time/              |          |
|    fps             | 1        |
|    iterations      | 28       |
|    time_elapsed    | 11304    |
|    total_timesteps | 14336    |
---------------------------------
Episode Reward: -48.049298 | Episode Length: 53 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -25.257585 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -26.173873 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -27.278994 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -29.949595 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -23.546803 | Episode Length: 32 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -2.215464 | Episode Length: 21 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -27.743649 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -1.496581 | Episode Length: 21 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -15.219566 | Episode Length: 16 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -31.083009 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -26.660679 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.3        |
|    ep_rew_mean          | -25.7       |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 29          |
|    time_elapsed         | 11578       |
|    total_timesteps      | 14848       |
| train/                  |             |
|    approx_kl            | 0.015905246 |
|    clip_fraction        | 0.033       |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.303       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0116      |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.0102     |
|    std                  | 0.944       |
|    value_loss           | 0.0278      |
-----------------------------------------
Episode Reward: -31.494607 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -28.114881 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -25.55303 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -39.990167 | Episode Length: 56 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -28.076742 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -28.699599 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -27.74297 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -25.348196 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 50.8       |
|    ep_rew_mean          | -26.1      |
| time/                   |            |
|    fps                  | 1          |
|    iterations           | 30         |
|    time_elapsed         | 11903      |
|    total_timesteps      | 15360      |
| train/                  |            |
|    approx_kl            | 0.02473228 |
|    clip_fraction        | 0.0393     |
|    clip_range           | 0.3        |
|    entropy_loss         | -4.08      |
|    explained_variance   | 0.197      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0282    |
|    n_updates            | 290        |
|    policy_gradient_loss | -0.0162    |
|    std                  | 0.942      |
|    value_loss           | 0.0242     |
----------------------------------------
Episode Reward: -26.530915 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -4.587768 | Episode Length: 25 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -26.737972 | Episode Length: 30 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -4.4641 | Episode Length: 25 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -18.581639 | Episode Length: 19 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -31.493767 | Episode Length: 48 | Episode Outcome: failed to advance | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -24.249753 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -12.46777 | Episode Length: 21 | Episode Outcome: death (HR) | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -27.417794 | Episode Length: 42 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -27.458426 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.9        |
|    ep_rew_mean          | -25.8       |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 31          |
|    time_elapsed         | 12235       |
|    total_timesteps      | 15872       |
| train/                  |             |
|    approx_kl            | 0.018095748 |
|    clip_fraction        | 0.0264      |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.08       |
|    explained_variance   | -0.146      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0277     |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.0117     |
|    std                  | 0.944       |
|    value_loss           | 0.0116      |
-----------------------------------------
Episode Reward: -41.201753 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -24.77394 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -24.230486 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -27.101621 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -10.688448 | Episode Length: 7 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -6.685619 | Episode Length: 21 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -26.927541 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -2.298607 | Episode Length: 21 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -17.984723 | Episode Length: 19 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.4))
Episode Reward: -27.705232 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -27.582521 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -17.794658 | Episode Length: 17 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -16.696842 | Episode Length: 44 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.4))
Eval num_timesteps=16384, episode_reward=-19.81 +/- 5.60
Episode length: 33.40 +/- 15.55
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 33.4        |
|    mean_reward          | -19.8       |
| time/                   |             |
|    total_timesteps      | 16384       |
| train/                  |             |
|    approx_kl            | 0.013355038 |
|    clip_fraction        | 0.0158      |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.08       |
|    explained_variance   | 0.229       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0177     |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0125     |
|    std                  | 0.946       |
|    value_loss           | 0.0273      |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 48.7     |
|    ep_rew_mean     | -24.8    |
| time/              |          |
|    fps             | 1        |
|    iterations      | 32       |
|    time_elapsed    | 12875    |
|    total_timesteps | 16384    |
---------------------------------
Episode Reward: -1.42203 | Episode Length: 21 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -27.134986 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -27.522655 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -24.676515 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -37.535318 | Episode Length: 54 | Episode Outcome: failed to advance | Hemorrhage: ('liver', np.float64(0.3))
Episode Reward: -25.009761 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -1.495975 | Episode Length: 21 | Episode Outcome: stabilization | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -11.722255 | Episode Length: 36 | Episode Outcome: stabilization | Hemorrhage: ('liver', np.float64(0.2))
Episode Reward: -32.381123 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
Episode Reward: -26.42135 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(1.0))
Episode Reward: -27.989152 | Episode Length: 62 | Episode Outcome: truncated | Hemorrhage: ('spleen', np.float64(0.9))
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.6        |
|    ep_rew_mean          | -25         |
| time/                   |             |
|    fps                  | 1           |
|    iterations           | 33          |
|    time_elapsed         | 13148       |
|    total_timesteps      | 16896       |
| train/                  |             |
|    approx_kl            | 0.017782897 |
|    clip_fraction        | 0.0338      |
|    clip_range           | 0.3         |
|    entropy_loss         | -4.09       |
|    explained_variance   | 0.321       |
|    learning_rate        | 0.0003      |
